,flux
EX_pacald_e,0.0
EX_peamn_e,0.0
EX_phe__L_e,0.0
EX_pheme_e,0.0
EX_pi_e,-5.499876825252452
EX_pnto__R_e,0.0
EX_ppa_e,0.0
EX_ppal_e,0.0
EX_pppn_e,0.0
EX_ppt_e,0.0
EX_pro__L_e,0.0
EX_progly_e,0.0
EX_psclys_e,0.0
EX_pser__L_e,0.0
EX_ptrc_e,0.0
EX_pydam_e,0.0
EX_pydx_e,0.0
EX_pydxn_e,0.0
EX_pyr_e,0.0
EX_quin_e,0.0
EX_r5p_e,0.0
EX_rfamp_e,0.0
EX_rib__D_e,0.0
EX_rmn_e,0.0
EX_sbt__D_e,0.0
EX_sel_e,0.0
EX_ser__D_e,0.0
EX_ser__L_e,0.0
EX_skm_e,0.0
EX_slnt_e,0.0
EX_so2_e,0.0
EX_so3_e,0.0
EX_so4_e,-1.469071769313663
EX_spmd_e,0.0
EX_sq_e,0.0
EX_succ_e,0.0
EX_sucr_e,0.0
EX_sulfac_e,0.0
EX_tartr__D_e,0.0
EX_tartr__L_e,0.0
EX_taur_e,0.0
EX_tcynt_e,0.0
EX_thm_e,0.0
EX_thr__L_e,0.0
EX_thrp_e,0.0
EX_thym_e,0.0
EX_thymd_e,0.0
EX_tma_e,0.0
EX_tmao_e,0.0
EX_tre_e,0.0
EX_trp__L_e,0.0
EX_tsul_e,0.0
EX_ttdca_e,0.0
EX_ttdcea_e,0.0
EX_ttrcyc_e,0.0
EX_tungs_e,0.0
EX_tym_e,0.0
EX_tyr__L_e,0.0
EX_tyrp_e,0.0
EX_uacgam_e,0.0
EX_udpacgal_e,0.0
EX_udpg_e,0.0
EX_udpgal_e,0.0
EX_udpglcur_e,0.0
EX_ump_e,0.0
EX_ura_e,0.0
EX_urate_e,0.0
EX_urea_e,0.0
EX_uri_e,0.0
EX_val__L_e,0.0
EX_xan_e,0.0
EX_xmp_e,0.0
EX_xtsn_e,0.0
EX_xyl__D_e,0.0
EX_xylu__L_e,0.0
EX_zn2_e,-0.001892418677148158
F1PP,0.0
F6PA,38.5313696403559
F6PP,0.0
F6Pt6_2pp,0.0
F6Ptex,0.0
FA100ACPHi,0.0
FA120ACPHi,0.0
FA140ACPHi,0.0
FA141ACPHi,0.0
FA160ACPHi,0.0
FA161ACPHi,0.0
FA80ACPHi,0.0
FACOAE100,0.0
FACOAE120,0.238041738232016
FACOAE140,0.0476083476464032
FACOAE141,0.0
FACOAE160,0.7085005258500798
FACOAE161,0.5510676461468345
FACOAE180,0.0
FACOAE181,0.28401466233026645
FACOAE60,0.0
FACOAE80,1.752239515877924e-05
FACOAL100t2pp,0.0
FACOAL120t2pp,0.0
FACOAL140t2pp,0.0
FACOAL141t2pp,0.0
FACOAL160t2pp,0.0
FACOAL161t2pp,0.0
FACOAL180t2pp,0.0
FACOAL181t2pp,0.0
FACOAL60t2pp,0.0
FACOAL80t2pp,0.0
FADRx,11.734450157116758
FADRx2,0.0
FADt,0.0
FADtex,0.0
FALDH2,0.0
FALDtex,0.0
FALDtpp,0.0
FALGTHLs,0.0
FBA,33.1709064406229
FBA3,10.425922466113432
FBP,0.0
FCI,0.0
FCLK,0.0
FCLPA,0.0
FCLT,0.002604996080271847
FDH4pp,0.0
FDH5pp,0.0
FDMO,0.0
FDMO2,0.0
FDMO3,0.0
FDMO4,0.0
FDMO6,0.0
FE2abcpp,0.0
FE2t2pp,0.0
FE2t3pp,0.0
FE2tex,0.047304626130317676
FE2tpp,0.047304626130317676
FE3DCITR5,0.0
FE3DCITabcpp,0.0
FE3DCITexs,0.0
FE3DCITtonex,0.0
FE3DHBZS3R,0.0
FE3DHBZStonex,0.0
FE3HOXR1,0.0
FE3HOXR2,0.0
FE3HOXR3,0.0
FE3HOXUtex,0.0
FE3HOXUtpp,0.0
FE3HOXabcpp,0.0
FE3HOXexs,0.0
FE3HOXtonex,0.0
FE3Ri,0.0
FE3abcpp,0.04338545041313739
FE3tex,0.04338545041313739
FECRMR1,0.0
FECRMR2,0.0
FECRMR3,0.0
FECRMUtex,0.0
FECRMUtpp,0.0
FECRMabcpp,0.0
FECRMexs,0.0
FECRMtonex,0.0
FEENTERES,0.0
FEENTERR1,0.0
FEENTERR2,0.0
FEENTERR3,0.0
FEENTERR4,0.0
FEENTERabcpp,0.0
FEENTERexs,0.0
FEENTERtex,0.0
FEENTERtonex,0.0
FEENTERtpp,0.0
FEOXAMR1,0.0
FEOXAMR2,0.0
FEOXAMR3,0.0
FEOXAMUtex,0.0
FEOXAMUtpp,0.0
FEOXAMabcpp,0.0
FEOXAMexs,0.0
FEOXAMtonex,0.0
FEROpp,0.0
FESD1s,0.0
FESD2s,0.0
FESR,0.0
FHL,0.0
FLDR2,0.0
FLVR,0.0
FLVRx,0.0
FMNAT,0.0013024980401364155
FMNRx,0.0
FMNRx2,0.0
FMNt,0.0
FMNtex,0.0
FOMETRi,0.0
FORCT,0.0
FORt2pp,0.0
FORtex,-93.42771599047502
FORtppi,93.42771599047502
FRD2,0.0
FRD3,0.0
FRUK,0.0
FRULYSDG,0.0
FRULYSE,0.0
FRULYSK,0.0
FRULYSt2pp,0.0
FRULYStex,0.0
FRUURt2rpp,0.0
FRUURtex,0.0
FRUpts2pp,0.0
FRUptspp,0.0
FRUtex,0.0
FTHFD,0.0
FTHFLi,0.0
FUCtex,0.0
FUCtpp,0.0
FUM,5.970066936144779
FUMt1pp,0.0
FUMt2_2pp,0.0
FUMt2_3pp,0.0
FUMtex,0.0
FUSAtex,0.0
FUSAtpp,0.0
Ftex,0.0
Ftpp,0.0
G1PACT,0.4173600894885764
G1PP,0.0
G1PPpp,0.0
G1PTT,0.0476083476464032
G1Ptex,0.0
G1SAT,0.031259952963262165
G2PP,0.0
G2PPpp,0.0
G3PAT120,0.0
G3PAT140,0.0
G3PAT141,0.0
G3PAT160,0.3542502629250399
G3PAT161,0.27553382307341723
G3PAT180,0.0
G3PAT181,0.14200733116513323
G3PCabcpp,0.0
G3PCtex,0.0
G3PD2,-0.9441300143485705
G3PD5,0.0
G3PD6,0.0
G3PD7,0.0
G3PEabcpp,0.0
G3PEtex,0.0
G3PGabcpp,0.0
G3PGtex,0.0
G3PIabcpp,0.0
G3PItex,0.0
G3PSabcpp,0.0
G3PStex,0.0
G3PT,0.0
G5SADs,1.2545918117718209
G5SD,1.2545918117718209
G6PDA,0.0
G6PDH2r,34.999243771742556
G6PP,0.0
G6Pt6_2pp,0.0
G6Ptex,0.0
GAL1PPpp,0.0
GAL1Ptex,0.0
GALBDtex,0.0
GALCTD,0.0
GALCTLO,0.0
GALCTND,0.0
GALCTNLt2pp,0.0
GALCTNLtex,0.0
GALCTNt2pp,0.0
GALCTNtex,0.0
GALCTt2rpp,0.0
GALCTtex,0.0
GALKr,0.0
GALM2pp,0.0
GALS3,0.0
GALT1,0.0476083476464032
GALTptspp,0.0
GALTtex,0.0
GALURt2rpp,0.0
GALURtex,0.0
GALUi,0.1904333905856128
GALabcpp,0.0
GALt2pp,0.0
GALtex,0.0
GAM6Pt6_2pp,0.0
GAMAN6Ptex,0.0
GAMptspp,0.0
GAMtex,0.0
GAPD,172.03601735383842
GAPP,0.0
GARFT,1.874218749376554
GART,0.6936648979491249
GBBTNtex,0.0
GCALDD,0.0
GDMANE,0.0
GDPDPK,0.0
GDPMNH,0.0
GDPMNP,0.0
GDPTPDP,0.0
GDPtex,0.0
GF6PTA,0.4173600894885764
GGGABADr,0.0
GGGABAH,0.0
GGPTRCO,0.0
GGPTRCS,0.0
GHBDHx,0.0
GHMT2r,6.0514058944716265
GK1,1.3789657726088365
GLBRAN2,0.0
GLCATr,0.0
GLCDpp,0.0
GLCNt2rpp,0.0
GLCNtex,0.0
GLCP,0.0
GLCP2,0.0
GLCRAL,0.0
GLCRD,0.0
GLCRt2rpp,0.0
GLCRtex,0.0
GLCS1,0.9005751807822314
GLCTR1,0.0476083476464032
GLCTR2,0.0476083476464032
GLCTR3,0.0476083476464032
GLCUR1Ptex,0.0
GLCURt2rpp,0.0
GLCURtex,0.0
GLCabcpp,0.0
GLCptspp,100.00000000000163
GLCt2pp,0.0
GLCtex_copy1,100.00000000000163
GLCtex_copy2,0.0
GLDBRAN2,0.0
GLGC,0.9005751807822314
GLNS,8.819956011155645
GLNabcpp,0.0
GLNtex,0.0
GLTPD,0.0
GLU5K,1.2545918117718209
GLUABUTt7pp,0.0
GLUCYS,0.0013024980401359235
GLUDC,0.0
GLUDy,-48.553371302905276
GLUN,0.0
GLUNpp,0.0
GLUPRT,2.567883647325679
GLUR,-0.16107169709788502
GLUSy,0.0
GLUTRR,0.031259952963262165
GLUTRS,0.031259952963262165
GLUabcpp,0.0
GLUt2rpp,-0.028923633608758263
GLUt4pp,0.028923633608758263
GLUtex,0.0
GLXCL,0.0
GLYALDtex,0.0
GLYALDtpp,0.0
GLYAT,0.0
GLYBabcpp,0.0
GLYBt2pp,0.0
GLYBt3pp,0.0
GLYBtex,0.0
GLYC2Pabcpp,0.0
GLYC2Ptex,0.0
GLYC3Pabcpp,0.0
GLYC3Pt6pp,0.0
GLYC3Ptex,0.0
GLYCAt2rpp,0.0
GLYCAtex,0.0
GLYCDx,0.0
GLYCK,0.0
GLYCK2,0.0
GLYCL,0.0
GLYCLTDx,0.0
GLYCLTDy,0.0
GLYCLTt2rpp,0.0
GLYCLTt4pp,0.0
GLYCLTtex,0.0
GLYCTO2,0.0
GLYCTO3,0.0
GLYCTO4,0.0
GLYCtex,0.0
GLYCtpp,-0.03746288084947001
GLYK,0.03746288084947001
GLYOX,0.0
GLYOX3,0.0
GLYt2pp,0.0
GLYt4pp,0.0
GLYtex,0.0
GLYtpp,0.0
GMAND,0.0
GMHEPAT,0.1904333905856128
GMHEPK,0.1904333905856128
GMHEPPA,0.1904333905856128
GMPN,0.0
GMPR,0.0
GMPS,1.3789657726088365
GMPS2,0.0
GMPtex,0.0
GND,34.999243771742556
GNK,0.0
GNP,0.0
GOFUCR,0.0
GP4GH,0.0
GPDDA1,0.0
GPDDA1pp,0.0
GPDDA2,0.0
GPDDA2pp,0.0
GPDDA3,0.0
GPDDA3pp,0.0
GPDDA4,0.0
GPDDA4pp,0.0
GPDDA5,0.0
GPDDA5pp,0.0
GRTT,0.005531236071787977
GRXR,0.0
GSNK,0.0
GSNt2pp,0.0
GSNt3pp,0.0
GSNtex,0.0
GSPMDA,0.0
GSPMDS,0.0
GTHOXtex,0.0
GTHOr,0.0
GTHPi,0.0
GTHRDHpp,0.0
GTHRDabc2pp,0.0
GTHRDabcpp,0.0
GTHRDtex,0.0
GTHS,0.0013024980401359235
GTPCI,0.0052099921605437164
GTPCII2,0.0026049960802723387
GTPDPDP,0.0
GTPDPK,0.0
GTPHs,0.0
GTPtex,0.0
GUACYC,0.0
GUAD,0.0
GUAPRT,0.0
GUAt2pp,0.0
GUAtex,0.0
GUAtpp,0.0
GUI1,0.0
GUI2,0.0
GUR1PPpp,0.0
H2O2tex,0.0
H2Otex,-216.9641756461502
H2Otpp,-217.08203127598816
H2SO,0.0
H2St1pp,0.0
H2Stex,0.0
H2tex,0.0
H2tpp,0.0
HACD1,1.8292504426007585
HACD2,1.8292504426007585
HACD3,1.8292504426007585
HACD4,1.8292329202056
HACD5,1.8292329202056
HACD6,1.591191181973584
HACD7,1.5435828343271807
HACD8,0.28401466233026645
HADPCOADH3,0.0
HBZOPT,0.0013024980401359235
HCINNMt2rpp,0.0
HCINNMtex,0.0
HCO3E,2.7572306494114476
HCXA_B,0.0
HCXA_G,0.0
HCXB_G,0.0
HCXB_HPPx,0.0
HCXB_HPPy,0.0
HCXB_PPx,0.0
HCXB_PPy,0.0
HCYSMT,0.0
HCYSMT2,0.0
HDCAtexi,0.0
HDCEAtexi,0.0
HEMEOS,0.0013024980401359235
HEPK1,0.0476083476464032
HEPK2,0.0476083476464032
HEPT1,0.0476083476464032
HEPT2,0.0476083476464032
HEPT3,0.0476083476464032
HEPT4,0.0476083476464032
HETZK,0.0
HEX1,0.0
HEX4,0.0
HEX7,0.0
HEXt2rpp,0.0
HG2abcpp,0.0
HG2t3pp,0.0
HG2tex,0.0
HISTD,0.5376805362455273
HISTP,0.5376805362455273
HISabcpp,0.0
HISt2rpp,0.0
HIStex,0.0
HKNDDH,0.0
HKNTDH,0.0
HMBS,0.003907494120407771
HMPK1,0.0
HOMt2pp,0.0
HOMtex,0.0
HOPNTAL,0.0
HPACOAT,0.0
HPPK2,0.0052099921605437164
HPPPNDO,0.0
HPPPNt2rpp,0.0
HPPPNtex,0.0
HPYRI,0.0
HPYRP,0.0
HPYRRx,0.0
HPYRRy,0.0
HSDy,-4.0016302679991185
HSK,3.0886842762347895
HSST,0.9129459917643294
HSTPT,0.5376805362455273
HXAND,0.0
HXAtex,0.0
HXCT,0.0
HXPA_M,0.0
HXPA_S,0.0
HXPRT,0.0
HYD1pp,0.0
HYD2pp,0.0
HYD3pp,0.0
HYPOE,0.0
HYXNtex,0.0
HYXNtpp,0.0
Htex,-246.56743054432818
I2FE2SR,1.1681596772519492e-05
I2FE2SS,0.001594537959448911
I2FE2SS2,0.0014660403949511966
I2FE2ST,0.00014017916127023392
I4FE4SR,0.0014660403949511966
I4FE4ST,0.0014660403949511966
ICDHyr,6.355641400814994
ICHORS_copy1,0.006512490200679618
ICHORS_copy2,0.0
ICHORT,0.003907494120407771
ICL,0.0
ICYSDS,0.00759887870052393
IDOND,0.0
IDOND2,0.0
IDONt2rpp,0.0
IDONtex,0.0
IG3PS,0.5376805362455273
IGPDH,0.5376805362455273
IGPS,0.32261065806667083
ILETA,-1.648892429231444
ILEabcpp,0.0
ILEt2rpp,0.0
ILEt3pp,0.0
ILEtex,0.0
IMPC,-3.1042616855310903
IMPD,1.3789657726088365
IMPN,0.0
IMPtex,0.0
INDOLEt2pp,0.0
INDOLEt2rpp,0.0
INDOLEtex,0.0
INOSTO,0.0
INOSTt4pp,0.0
INSH,0.0
INSK,0.0
INSTtex,0.0
INSt2pp,0.0
INSt3pp,0.0
INStex,0.0
IPDDI,0.0
IPDPS,0.03316989403556907
IPMD,2.556973035940019
IPPMIa,-2.556973035940019
IPPMIb,-2.556973035940019
IPPS,2.556973035940019
IPRNADH,0.0
IPRNADPH,0.0
ISETACabcpp,0.0
ISETACtex,0.0
K2L4Aabcpp,0.0
K2L4Aabctex,0.0
KARA1,-4.96198017946633
KARA2,1.648892429231444
KAS14,0.0
KAS15,0.0
KDOCT2,0.14282504293920958
KDOPP,0.14282504293920958
KDOPS,0.14282504293920958
KDUI,0.0
KG6PDC,0.0
Kabcpp,0.0
Kt2pp,1.0845778523445722
Kt3pp,0.0
Ktex,1.0845778523445722
LA4NTpp,0.0
LACZ,0.0
LACZpp,0.0
LADGMDH,0.0
LALADGLUtex,0.0
LALADGLUtpp,0.0
LALALGLUtex,0.0
LALALGLUtpp,0.0
LALDO2x,0.0
LALDO3,0.0
LALGP,0.0
LCADi,0.0
LCARS,0.0
LCARSyi,0.0
LCTSt3ipp,0.0
LCTStex,0.0
LCTStpp,0.0
LDGUNPD,0.0
LDH_D,0.0
LDH_D2,0.0
LEUTAi,2.556973035940019
LEUabcpp,0.0
LEUt2rpp,0.0
LEUt3pp,0.0
LEUtex,0.0
LGTHL,0.0
LIPACabcpp,0.0
LIPAHT2ex,0.0
LIPAHTex,0.0
LIPAMPL,0.0
LIPATPT,0.0
LIPAabcpp,0.0
LIPAabctex,0.0
LIPOCT,0.0
LIPOS,1.752239515877924e-05
LIPOt2pp,0.0
LIPOtex,0.0
LKDRA,0.0
LPADSS,0.0476083476464032
LPLIPAL1A120pp,0.0
LPLIPAL1A140pp,0.0
LPLIPAL1A141pp,0.0
LPLIPAL1A160pp,0.0
LPLIPAL1A161pp,0.0
LPLIPAL1A180pp,0.0
LPLIPAL1A181pp,0.0
LPLIPAL1E120pp,0.0
LPLIPAL1E140pp,0.0
LPLIPAL1E141pp,0.0
LPLIPAL1E160pp,0.0
LPLIPAL1E161pp,0.0
LPLIPAL1E180pp,0.0
LPLIPAL1E181pp,0.0
LPLIPAL1G120pp,0.0
LPLIPAL1G140pp,0.0
LPLIPAL1G141pp,0.0
LPLIPAL1G160pp,0.0
LPLIPAL1G161pp,0.0
LPLIPAL1G180pp,0.0
LPLIPAL1G181pp,0.0
LPLIPAL2A120,0.0
LPLIPAL2A140,0.0
LPLIPAL2A141,0.0
LPLIPAL2A160,0.0
LPLIPAL2A161,0.0
LPLIPAL2A180,0.0
LPLIPAL2A181,0.0
LPLIPAL2ATE120,0.0
LPLIPAL2ATE140,0.0
LPLIPAL2ATE141,0.0
LPLIPAL2ATE160,0.0
LPLIPAL2ATE161,0.0
LPLIPAL2ATE180,0.0
LPLIPAL2ATE181,0.0
LPLIPAL2ATG120,0.0
LPLIPAL2ATG140,0.0
LPLIPAL2ATG141,0.0
LPLIPAL2ATG160,0.0
LPLIPAL2ATG161,0.0
LPLIPAL2ATG180,0.0
LPLIPAL2ATG181,0.0
LPLIPAL2E120,0.0
LPLIPAL2E140,0.0
LPLIPAL2E141,0.0
LPLIPAL2E160,0.0
LPLIPAL2E161,0.0
LPLIPAL2E180,0.0
LPLIPAL2E181,0.0
LPLIPAL2G120,0.0
LPLIPAL2G140,0.0
LPLIPAL2G141,0.0
LPLIPAL2G160,0.0
LPLIPAL2G161,0.0
LPLIPAL2G180,0.0
LPLIPAL2G181,0.0
LSERDHr,0.0
LYSAM,0.0
LYSDC,0.0
LYSabcpp,0.0
LYSt2pp,0.0
LYSt3pp,0.0
LYStex,0.0
LYXI,0.0
LYXt2pp,0.0
LYXtex,0.0
L_LACD2,0.0
L_LACD3,0.0
L_LACt2rpp,0.0
L_LACtex,0.0
M1PD,0.0
MACPD,0.0
MALCOAMT,1.1681596772531176e-05
MALDDH,0.0
MALDt2_2pp,0.0
MALDtex,0.0
MALS,0.0
MALTATr,0.0
MALTHXabcpp,0.0
MALTHXtexi,0.0
MALTPTabcpp,0.0
MALTPTtexi,0.0
MALTTRabcpp,0.0
MALTTRtexi,0.0
MALTTTRabcpp,0.0
MALTTTRtexi,0.0
MALTabcpp,0.0
MALTptspp,0.0
MALTtexi,0.0
MALt2_2pp,0.0
MALt2_3pp,0.0
MALt3pp,0.0
MALtex,0.0
MAN1PT2,0.0
MAN6PI,0.0
MAN6Pt6_2pp,0.0
MAN6Ptex,0.0
MANAO,0.0
MANGLYCptspp,0.0
MANGLYCtex,0.0
MANPGH,0.0
MANptspp,0.0
MANtex,0.0
MC6PH,0.0
MCITD,0.0
MCITL2,0.0
MCITS,0.0
MCOATA,0.19045675377915783
MCPST,0.0
MCTP1App,0.035354352632030246
MCTP1Bpp,0.007855873829519359
MCTP2App,0.003930857313952809
MDDCP1pp,0.031820669608343094
MDDCP2pp,0.003930857313952809
MDDCP3pp,0.031429336116463695
MDDCP4pp,0.031429336116463695
MDDCP5pp,0.0
MDDEP1pp,0.0
MDDEP2pp,0.0
MDDEP3pp,0.0
MDDEP4pp,0.0
MDH,5.970066936144779
MDH2,0.0
MDH3,0.0
ME1,0.0
ME2,0.0
MECDPDH5,0.03870113010735704
MECDPS,0.03870113010735704
MELIBt2pp,0.0
MELIBt3ipp,0.0
MELIBtex,0.0
MEOHtex,-1.1681596772531176e-05
MEOHtrpp,-1.1681596772531176e-05
MEPCT,0.03870113010735704
MEPNabcpp,0.0
MEPNtex,0.0
METAT,0.04988041821865824
METDabcpp,0.0
METDtex,0.0
METGLCUR,0.0
METGLCURt2pp,0.0
METGLCURtex,0.0
METNA,0.0
METOX1s,0.0
METOX2s,0.0
METS,0.9207726616019176
METSOX1abcpp,0.0
METSOX1tex,0.0
METSOX2abcpp,0.0
METSOX2tex,0.0
METSOXR1,0.0
METSOXR2,0.0
METabcpp,0.0
METt3pp,0.0
METtex,0.0
MG2t3_2pp,0.048204109081801685
MG2tex,0.048204109081801685
MG2tpp,0.0
MG2uabcpp,0.0
MGSA,0.0
MI1PP,0.0
MICITDr,0.0
MINCYCtex,0.0
MINCYCtpp,0.0
MINOHPtexi,0.0
MLDCP1App,0.003533683023687146
MLDCP1Bpp,0.0
MLDCP2App,0.0
MLDCP2Bpp,0.0
MLDCP3App,0.007855873829519359
MLDEP1pp,0.007855873829519359
MLDEP2pp,0.0
MLTG1,0.0
MLTG2,0.0
MLTG3,0.0
MLTG4,0.0
MLTG5,0.0
MLTGY1pp,0.0
MLTGY2pp,0.0
MLTGY3pp,0.0
MLTGY4pp,0.0
MLTP1,0.0
MLTP2,0.0
MLTP3,0.0
MMCD,0.0
MMETt2pp,0.0
MMETtex,0.0
MMM,0.0
MN2t3pp,0.0
MN2tipp,0.0
MN2tpp,0.0038432453381589127
MN6PP,0.0
MNLptspp,0.0
MNLtex,0.0
MNNH,0.0
MNt2pp,0.0
MNtex,0.0038432453381589127
MOADSUx,0.0001635423548152729
MOAT,0.0476083476464032
MOAT2,0.0476083476464032
MOAT3C,0.0476083476464032
MOBDabcpp,0.00012265676611145467
MOBDtex,0.00012265676611145467
MOCDS,4.088558870381822e-05
MOCOS,8.177117740763645e-05
MOGDS,4.088558870381822e-05
MOHMT,0.003364299870483791
MOX,0.0
MPTAT,8.177117740763645e-05
MPTG,0.0785704198919661
MPTG2,0.003930857313952809
MPTS,8.177117740763645e-05
MPTSS,0.0001635423548152729
MSAR,0.0
MSO3abcpp,0.0
MSO3tex,0.0
MTAN,0.03939034431693573
MTHFC,4.9797829329477805
MTHFD,4.9797829329477805
MTHFR2,0.9220751596420536
MTHTHFSs,0.0
MTRPOX,0.0
N2Otex,0.0
N2Otpp,0.0
NACtex,0.0
NACtpp,0.0
NADDP,0.0
NADH10,0.0
NADH16pp,198.1006833399577
NADH17pp,0.0
NADH18pp,0.0
NADH5,0.0
NADH9,0.0
NADHHR,0.0
NADHHS,0.0
NADHPO,0.0
NADHXD,0.0
NADHXE,0.0
NADK,0.002610836878644345
NADN,0.0
NADPHHR,0.0
NADPHHS,0.0
NADPHQR2,0.0
NADPHQR3,0.0
NADPHQR4,0.0
NADPHXD,0.0
NADPHXE,0.0
NADPPPS,0.0
NADS1,0.013311179522273823
NADTRHD,0.0
NAMNPP,0.0
NAt3_1p5pp,0.0
NAt3_2pp,0.0
NAt3pp,0.0
NAtex,0.0
NDP3,0.0
NDP7,0.0
NDPK1,4.549234320703046
NDPK2,0.0
NDPK3,0.9566818900806409
NDPK4,0.1924893516175762
NDPK5,0.0
NDPK6,0.0
NDPK7,0.0
NDPK8,0.0
NH4tex,61.49825683599397
NH4tpp,61.49825683599397
NHFRBO,0.0
NI2abcpp,0.0
NI2t3pp,0.0
NI2tex,0.001793125104581742
NI2tpp,0.001793125104581742
NI2uabcpp,0.0
NMNAT,0.0
NMNDA,0.0
NMNN,0.0
NMNPtpp,0.0
NMNt7pp,0.0
NMNtex,0.0
NNAM,0.0
NNATr,0.013311179522273823
NNDMBRT,0.0
NNDPR,0.013311179522273823
NO2t2rpp,0.0
NO2tex,0.0
NO3R1bpp,0.0
NO3R1pp,0.0
NO3R2bpp,0.0
NO3R2pp,0.0
NO3t7pp,0.0
NO3tex,0.0
NODOx,0.0
NODOy,0.0
NOVBCNtex,0.0
NOVBCNtpp,0.0
NOtex,0.0
NOtpp,0.0
NTD1,0.0
NTD10,0.0
NTD10pp,0.0
NTD11,0.0
NTD11pp,0.0
NTD12,0.0
NTD12pp,0.0
NTD1pp,0.0
NTD2,0.0
NTD2pp,0.0
NTD3,0.0
NTD3pp,0.0
NTD4,0.0
NTD4pp,0.0
NTD5,0.0
NTD5pp,0.0
NTD6,0.0
NTD6pp,0.0
NTD7,0.0
NTD7pp,0.0
NTD8,0.0
NTD8pp,0.0
NTD9,0.0
NTD9pp,0.0
NTP1,0.0
NTP10,0.0
NTP11,0.0
NTP12,0.0
NTP3,0.0
NTP3pp,0.0
NTP5,0.0
NTPP1,0.0
NTPP10,0.0
NTPP11,0.0
NTPP2,0.0
NTPP3,0.0
NTPP4,0.0
NTPP5,0.0
NTPP6,0.0
NTPP7,0.0
NTPP8,0.0
NTPP9,0.0
NTPTP1,0.0
NTPTP2,0.0
NTRIR2x,0.0
NTRIR3pp,0.0
NTRIR4pp,0.0
O16A4COLIPAabctex,0.0
O16A4Lpp,0.0
O16AP1pp,0.0
O16AP2pp,0.0
O16AP3pp,0.0
O16AT,0.0
O16AUNDtpp,0.0
O16GALFT,0.0
O16GLCT1,0.0
O16GLCT2,0.0
O2Stex,0.0
O2tex,100.0
O2tpp,100.0
OAADC,0.0
OBTFL,0.0
OCBT,1.6787622721787763
OCDCAtexi,0.0
OCDCEAtexi,0.0
OCTAtex,0.0
OCTDPS,0.00390749412040777
OCTNLL,1.752239515877924e-05
OGMEACPD,1.1681596772531176e-05
OGMEACPR,1.1681596772531176e-05
OGMEACPS,1.1681596772531176e-05
OHPBAT,-0.003907494120407793
OHPHM,0.0013024980401359235
OMBZLM,0.0013024980401359235
OMCDC,2.556973035940019
OMMBLHX3,0.0013024980401359235
OMMBLHXy,0.0
OMPDC,1.870947902280267
OMPHHXy,0.0013024980401359235
OP4ENH,0.0
OPHBDC,0.0013024980401359235
OPHHX3,0.0013024980401359235
OPHHXy,0.0
OPMEACPD,1.1681596772531176e-05
OPMEACPR,1.1681596772531176e-05
OPMEACPS,1.1681596772531176e-05
ORNDC,0.2337137066277975
ORNabcpp,0.0
ORNtex,0.0
OROTt2_2pp,0.0
OROTtex,0.0
ORPT,-1.870947902280267
OXAMTC,0.0
OXCDC,0.0
OXCOAHDH,0.0
OXDHCOAT,0.0
P5CD,0.0
P5CR,1.2545918117718209
PA120abcpp,0.0
PA140abcpp,0.0
PA141abcpp,0.0
PA160abcpp,0.0
PA161abcpp,0.0
PA180abcpp,0.0
PA181abcpp,0.0
PAAT,0.0
PACALDt2rpp,0.0
PACALDtex,0.0
PACCOAE,0.0
PACCOAL,0.0
PACOAT,0.0
PAI2I,0.007826669837588071
PAI2T,0.007826669837588071
PANTS,0.003364299870483791
PAPA120,0.0
PAPA120pp,0.0
PAPA140,0.0
PAPA140pp,0.0
PAPA141,0.0
PAPA141pp,0.0
PAPA160,0.0
PAPA160pp,0.0
PAPA161,0.0
PAPA161pp,0.0
PAPA180,0.0
PAPA180pp,0.0
PAPA181,0.0
PAPA181pp,0.0
PAPPT3,0.16107169709788502
PAPSR,1.4449726351719554
PAPSR2,0.0
PCNO,0.0
PDE1,0.0
PDE4,0.0
PDH,30.26910629648406
PDX5PO2,0.0013024980401359235
PDX5POi,0.0
PDX5PS,0.0013024980401359235
PDXIx,0.0
PDXIy,0.0
PDXPP,0.0
PE120abcpp,0.0
PE140abcpp,0.0
PE141abcpp,0.0
PE160abcpp,0.25795301993077546
PE161abcpp,0.20063142456802227
PE180abcpp,0.0
PE181abcpp,0.10340549463034256
PEAMNOpp,0.0
PEAMNtex,0.0
PERD,-0.003907494120407793
PETNT161pp,0.0
PETNT181pp,0.0
PFK,33.1709064406229
PFK_2,0.0
PFK_3,10.425922466113432
PFL,94.10575091194251
PG120abcpp,0.0
PG140abcpp,0.0
PG141abcpp,0.0
PG160abcpp,0.09629724299426445
PG161abcpp,0.07490239850539498
PG180abcpp,0.0
PG181abcpp,0.038601836534790664
PGAMT,-0.4173600894885764
PGCD,9.286997931717618
PGI,63.862139309244824
PGK,-172.03601735383842
PGL,34.999243771742556
PGLYCP,0.0
PGM,-162.7490194221208
PGMT,-1.1386169190142539
PGP120abcpp,0.0
PGP140abcpp,0.0
PGP141abcpp,0.0
PGP160abcpp,0.0
PGP161abcpp,0.0
PGP180abcpp,0.0
PGP181abcpp,0.0
PGPP120,0.0
PGPP120pp,0.0
PGPP140,0.0
PGPP140pp,0.0
PGPP141,0.0
PGPP141pp,0.0
PGPP160,0.09629724299426445
PGPP160pp,0.0
PGPP161,0.07490239850539498
